time,poa_global,poa_direct,poa_diffuse,temp_air,wind_speed
2021-01-01 00:02:00+00:00,0.0,0.0,0.0,20.25,7.1
2021-01-01 01:02:00+00:00,0.0,0.0,0.0,19.52,7.38
2021-01-01 02:02:00+00:00,0.0,0.0,0.0,18.67,7.31
2021-01-01 03:02:00+00:00,0.0,0.0,0.0,17.92,6.55
2021-01-01 04:02:00+00:00,56.24,15.72,40.52,17.75,5.72
2021-01-01 05:02:00+00:00,103.54,2.59,100.95,18.92,6.62
2021-01-01 06:02:00+00:00,267.34,36.49,230.85,20.92,7.17
2021-01-01 07:02:00+00:00,458.96000000000004,129.24,329.72,22.44,7.72
2021-01-01 08:02:00+00:00,311.99,4.74,307.25,23.94,7.79
2021-01-01 09:02:00+00:00,406.11,14.66,391.45,25.58,7.38
2021-01-01 10:02:00+00:00,574.8000000000001,94.96,479.84000000000003,27.19,6.76
2021-01-01 11:02:00+00:00,526.3,59.13,467.16999999999996,28.23,6.28
2021-01-01 12:02:00+00:00,656.31,282.34,373.97,29.31,5.93
2021-01-01 13:02:00+00:00,602.47,284.63,317.84,29.82,5.66
2021-01-01 14:02:00+00:00,347.99000000000007,44.35,303.64000000000004,30.02,5.66
2021-01-01 15:02:00+00:00,476.8,344.74,132.06,29.68,6.07
2021-01-01 16:02:00+00:00,361.05,267.72,93.33,28.78,6.76
2021-01-01 17:02:00+00:00,5.3,0.0,5.3,26.81,7.03
2021-01-01 18:02:00+00:00,0.0,0.0,0.0,24.28,8.0
2021-01-01 19:02:00+00:00,0.0,0.0,0.0,22.56,8.83
2021-01-01 20:02:00+00:00,0.0,0.0,0.0,20.69,8.83
2021-01-01 21:02:00+00:00,0.0,0.0,0.0,19.06,8.55
2021-01-01 22:02:00+00:00,0.0,0.0,0.0,17.5,8.0
2021-01-01 23:02:00+00:00,0.0,0.0,0.0,16.32,7.59
2021-01-02 00:02:00+00:00,0.0,0.0,0.0,15.46,6.9
2021-01-02 01:02:00+00:00,0.0,0.0,0.0,15.09,6.07
2021-01-02 02:02:00+00:00,0.0,0.0,0.0,14.83,5.93
2021-01-02 03:02:00+00:00,0.0,0.0,0.0,14.85,5.45
2021-01-02 04:02:00+00:00,133.53,79.8,53.73,15.36,4.9
2021-01-02 05:02:00+00:00,329.24,201.27,127.97,16.89,4.9
2021-01-02 06:02:00+00:00,494.23,368.6,125.63,18.39,4.9
2021-01-02 07:02:00+00:00,583.15,427.45,155.7,21.72,6.48
2021-01-02 08:02:00+00:00,580.26,224.71,355.55,23.54,7.1
2021-01-02 09:02:00+00:00,504.12999999999994,63.65,440.47999999999996,24.62,7.1
2021-01-02 10:02:00+00:00,510.94,52.05,458.89,25.79,7.45
2021-01-02 11:02:00+00:00,468.66999999999996,31.68,436.98999999999995,26.36,8.14
2021-01-02 12:02:00+00:00,226.68,0.0,226.68,24.5,8.28
2021-01-02 13:02:00+00:00,229.33,0.0,229.33,22.87,7.52
2021-01-02 14:02:00+00:00,207.24,0.78,206.46,21.25,6.14
2021-01-02 15:02:00+00:00,169.42000000000002,4.78,164.64000000000001,20.76,5.24
2021-01-02 16:02:00+00:00,252.81,127.42,125.39,20.02,3.66
2021-01-02 17:02:00+00:00,108.96000000000001,79.53,29.43,19.52,2.62
2021-01-02 18:02:00+00:00,0.0,0.0,0.0,19.14,2.9
2021-01-02 19:02:00+00:00,0.0,0.0,0.0,18.09,4.07
2021-01-02 20:02:00+00:00,0.0,0.0,0.0,17.89,4.0
2021-01-02 21:02:00+00:00,0.0,0.0,0.0,17.56,4.28
2021-01-02 22:02:00+00:00,0.0,0.0,0.0,17.25,4.34
2021-01-02 23:02:00+00:00,0.0,0.0,0.0,16.85,4.28
2021-01-03 00:02:00+00:00,0.0,0.0,0.0,16.75,4.07
2021-01-03 01:02:00+00:00,0.0,0.0,0.0,16.69,3.79
2021-01-03 02:02:00+00:00,0.0,0.0,0.0,16.65,3.45
2021-01-03 03:02:00+00:00,0.0,0.0,0.0,16.42,3.1
2021-01-03 04:02:00+00:00,9.700000000000001,0.0,9.700000000000001,16.44,2.76
2021-01-03 05:02:00+00:00,53.81,0.0,53.81,16.62,2.76
2021-01-03 06:02:00+00:00,79.39,0.0,79.39,16.91,2.97
2021-01-03 07:02:00+00:00,143.77,0.0,143.77,16.85,3.38
2021-01-03 08:02:00+00:00,287.76,2.7,285.06,17.25,3.93
2021-01-03 09:02:00+00:00,173.76000000000002,0.0,173.76000000000002,17.51,3.38
2021-01-03 10:02:00+00:00,459.75,29.07,430.68,17.84,3.24
2021-01-03 11:02:00+00:00,315.3,1.24,314.06,18.18,2.69
2021-01-03 12:02:00+00:00,302.99999999999994,1.28,301.71999999999997,18.25,2.48
2021-01-03 13:02:00+00:00,353.17,18.51,334.66,18.33,2.21
2021-01-03 14:02:00+00:00,142.88,0.0,142.88,18.63,2.07
2021-01-03 15:02:00+00:00,206.46,17.15,189.31,18.79,2.14
2021-01-03 16:02:00+00:00,79.25,1.42,77.83,19.01,2.14
2021-01-03 17:02:00+00:00,6.18,0.0,6.18,18.65,2.07
2021-01-03 18:02:00+00:00,0.0,0.0,0.0,17.9,1.72
2021-01-03 19:02:00+00:00,0.0,0.0,0.0,17.95,1.86
2021-01-03 20:02:00+00:00,0.0,0.0,0.0,17.69,1.86
2021-01-03 21:02:00+00:00,0.0,0.0,0.0,17.36,1.72
2021-01-03 22:02:00+00:00,0.0,0.0,0.0,17.06,1.59
2021-01-03 23:02:00+00:00,0.0,0.0,0.0,17.0,1.59
2021-01-04 00:02:00+00:00,0.0,0.0,0.0,16.89,1.59
2021-01-04 01:02:00+00:00,0.0,0.0,0.0,17.07,1.59
2021-01-04 02:02:00+00:00,0.0,0.0,0.0,16.99,1.72
2021-01-04 03:02:00+00:00,0.0,0.0,0.0,17.02,1.86
2021-01-04 04:02:00+00:00,6.18,0.0,6.18,16.98,2.07
2021-01-04 05:02:00+00:00,22.05,0.0,22.05,17.36,2.21
2021-01-04 06:02:00+00:00,155.36,0.91,154.45000000000002,17.96,2.62
2021-01-04 07:02:00+00:00,213.38,0.75,212.63,18.73,2.41
2021-01-04 08:02:00+00:00,161.41000000000003,0.0,161.41000000000003,18.91,2.76
2021-01-04 09:02:00+00:00,216.98000000000002,0.0,216.98000000000002,19.13,2.97
2021-01-04 10:02:00+00:00,281.35999999999996,0.0,281.35999999999996,19.39,2.76
2021-01-04 11:02:00+00:00,204.64000000000001,0.0,204.64000000000001,19.74,2.76
2021-01-04 12:02:00+00:00,260.2,0.0,260.2,20.01,3.03
2021-01-04 13:02:00+00:00,201.11,0.0,201.11,20.08,3.79
2021-01-04 14:02:00+00:00,92.62,0.0,92.62,20.07,3.93
2021-01-04 15:02:00+00:00,65.27,0.0,65.27,20.01,3.52
2021-01-04 16:02:00+00:00,136.1,25.49,110.61,19.95,3.03
2021-01-04 17:02:00+00:00,82.51,54.81,27.7,19.6,1.93
2021-01-04 18:02:00+00:00,0.0,0.0,0.0,19.03,1.66
2021-01-04 19:02:00+00:00,0.0,0.0,0.0,18.78,2.48
2021-01-04 20:02:00+00:00,0.0,0.0,0.0,18.58,2.76
2021-01-04 21:02:00+00:00,0.0,0.0,0.0,18.37,2.48
2021-01-04 22:02:00+00:00,0.0,0.0,0.0,18.22,1.93
2021-01-04 23:02:00+00:00,0.0,0.0,0.0,17.98,1.45
2021-01-05 00:02:00+00:00,0.0,0.0,0.0,17.84,1.31
2021-01-05 01:02:00+00:00,0.0,0.0,0.0,17.57,1.24
2021-01-05 02:02:00+00:00,0.0,0.0,0.0,17.75,1.79
2021-01-05 03:02:00+00:00,0.0,0.0,0.0,17.83,2.28
2021-01-05 04:02:00+00:00,7.050000000000001,0.0,7.050000000000001,17.81,2.69
2021-01-05 05:02:00+00:00,62.62,0.0,62.62,17.97,2.83
2021-01-05 06:02:00+00:00,168.86,2.74,166.12,18.12,2.76
2021-01-05 07:02:00+00:00,246.57,4.52,242.04999999999998,18.26,2.76
2021-01-05 08:02:00+00:00,248.55999999999997,0.67,247.89,18.25,2.76
2021-01-05 09:02:00+00:00,457.36,39.25,418.11,18.67,3.93
2021-01-05 10:02:00+00:00,331.80000000000007,1.85,329.95000000000005,19.1,3.66
2021-01-05 11:02:00+00:00,577.51,119.12,458.39,19.73,3.59
2021-01-05 12:02:00+00:00,658.72,373.98,284.74,19.98,3.72
2021-01-05 13:02:00+00:00,615.7,402.92,212.78,20.31,3.31
2021-01-05 14:02:00+00:00,447.27,155.17,292.09999999999997,20.43,2.41
2021-01-05 15:02:00+00:00,166.70999999999998,4.73,161.98,20.86,1.52
2021-01-05 16:02:00+00:00,347.27,259.15,88.11999999999999,21.32,1.38
2021-01-05 17:02:00+00:00,66.68,40.67,26.009999999999998,21.03,1.38
2021-01-05 18:02:00+00:00,0.0,0.0,0.0,20.45,1.1
2021-01-05 19:02:00+00:00,0.0,0.0,0.0,20.28,1.17
2021-01-05 20:02:00+00:00,0.0,0.0,0.0,19.37,2.14
2021-01-05 21:02:00+00:00,0.0,0.0,0.0,18.64,2.76
2021-01-05 22:02:00+00:00,0.0,0.0,0.0,18.52,2.97
2021-01-05 23:02:00+00:00,0.0,0.0,0.0,18.22,3.03
2021-01-06 00:02:00+00:00,0.0,0.0,0.0,17.82,3.17
2021-01-06 01:02:00+00:00,0.0,0.0,0.0,17.43,3.59
2021-01-06 02:02:00+00:00,0.0,0.0,0.0,17.19,3.86
2021-01-06 03:02:00+00:00,0.0,0.0,0.0,17.15,3.93
2021-01-06 04:02:00+00:00,154.76,102.48,52.28,17.13,3.72
2021-01-06 05:02:00+00:00,377.73,285.54,92.19,18.51,3.79
2021-01-06 06:02:00+00:00,502.79999999999995,401.82,100.97999999999999,20.59,4.76
2021-01-06 07:02:00+00:00,600.9300000000001,502.05,98.88,22.53,4.28
2021-01-06 08:02:00+00:00,675.48,581.03,94.45,24.07,3.79
2021-01-06 09:02:00+00:00,720.74,618.54,102.19999999999999,25.22,3.1
2021-01-06 10:02:00+00:00,747.0400000000001,652.07,94.97,26.18,2.55
2021-01-06 11:02:00+00:00,726.47,583.65,142.82,26.78,2.28
2021-01-06 12:02:00+00:00,678.59,433.95,244.64000000000001,27.48,2.21
2021-01-06 13:02:00+00:00,631.21,437.69,193.52,27.71,2.0
2021-01-06 14:02:00+00:00,509.40999999999997,257.94,251.47,28.07,1.86
2021-01-06 15:02:00+00:00,481.74,375.49,106.25,27.88,1.66
2021-01-06 16:02:00+00:00,354.77,266.12,88.65,27.68,1.66
2021-01-06 17:02:00+00:00,126.25,93.97,32.28,26.54,1.1
2021-01-06 18:02:00+00:00,0.0,0.0,0.0,24.09,1.52
2021-01-06 19:02:00+00:00,0.0,0.0,0.0,22.89,2.55
2021-01-06 20:02:00+00:00,0.0,0.0,0.0,21.75,3.86
2021-01-06 21:02:00+00:00,0.0,0.0,0.0,20.97,4.62
2021-01-06 22:02:00+00:00,0.0,0.0,0.0,20.19,4.69
2021-01-06 23:02:00+00:00,0.0,0.0,0.0,19.51,4.62
2021-01-07 00:02:00+00:00,0.0,0.0,0.0,18.78,4.55
2021-01-07 01:02:00+00:00,0.0,0.0,0.0,18.15,4.55
2021-01-07 02:02:00+00:00,0.0,0.0,0.0,17.68,4.69
2021-01-07 03:02:00+00:00,0.0,0.0,0.0,17.36,4.62
2021-01-07 04:02:00+00:00,142.74,97.44,45.3,17.21,4.28
2021-01-07 05:02:00+00:00,360.98,262.45,98.53,18.86,4.34
2021-01-07 06:02:00+00:00,488.96999999999997,376.01,112.96,20.87,4.9
2021-01-07 07:02:00+00:00,586.51,471.21,115.3,23.14,4.9
2021-01-07 08:02:00+00:00,659.71,541.6,118.11,25.18,4.83
2021-01-07 09:02:00+00:00,708.72,590.03,118.69,26.74,4.83
2021-01-07 10:02:00+00:00,733.2700000000001,613.69,119.58,27.24,4.41
2021-01-07 11:02:00+00:00,708.79,478.95,229.83999999999997,27.72,3.72
2021-01-07 12:02:00+00:00,675.2,430.79,244.41,27.99,3.1
2021-01-07 13:02:00+00:00,629.59,442.37,187.22,28.09,2.76
2021-01-07 14:02:00+00:00,310.61,26.69,283.92,28.26,2.55
2021-01-07 15:02:00+00:00,210.68,17.8,192.88,27.94,2.34
2021-01-07 16:02:00+00:00,213.97,86.35,127.62,26.67,1.93
2021-01-07 17:02:00+00:00,123.95,93.11,30.84,25.77,0.83
2021-01-07 18:02:00+00:00,0.0,0.0,0.0,24.37,0.69
2021-01-07 19:02:00+00:00,0.0,0.0,0.0,23.4,2.41
2021-01-07 20:02:00+00:00,0.0,0.0,0.0,22.34,2.76
2021-01-07 21:02:00+00:00,0.0,0.0,0.0,21.66,3.03
2021-01-07 22:02:00+00:00,0.0,0.0,0.0,21.0,3.1
2021-01-07 23:02:00+00:00,0.0,0.0,0.0,20.39,2.62
2021-01-08 00:02:00+00:00,0.0,0.0,0.0,19.36,1.93
2021-01-08 01:02:00+00:00,0.0,0.0,0.0,19.45,1.24
2021-01-08 02:02:00+00:00,0.0,0.0,0.0,20.17,0.9
2021-01-08 03:02:00+00:00,0.0,0.0,0.0,18.79,1.31
2021-01-08 04:02:00+00:00,124.47,81.61,42.86,17.69,1.66
2021-01-08 05:02:00+00:00,355.63,256.33,99.3,20.72,1.24
2021-01-08 06:02:00+00:00,485.83,371.09,114.74,23.4,1.72
2021-01-08 07:02:00+00:00,584.6800000000001,465.1,119.58,25.83,3.93
2021-01-08 08:02:00+00:00,657.16,535.04,122.12,27.62,4.28
2021-01-08 09:02:00+00:00,707.09,582.94,124.15,28.77,3.86
2021-01-08 10:02:00+00:00,704.4300000000001,434.76,269.67,29.66,3.31
2021-01-08 11:02:00+00:00,703.87,442.7,261.17,30.25,2.97
2021-01-08 12:02:00+00:00,331.19000000000005,3.79,327.40000000000003,30.71,2.83
2021-01-08 13:02:00+00:00,610.6700000000001,355.12,255.55,30.93,2.83
2021-01-08 14:02:00+00:00,211.57000000000002,1.52,210.05,30.6,2.97
2021-01-08 15:02:00+00:00,412.76,229.43,183.32999999999998,30.15,3.17
2021-01-08 16:02:00+00:00,357.57,270.07,87.5,29.38,3.45
2021-01-08 17:02:00+00:00,91.14,61.55,29.59,27.52,3.45
2021-01-08 18:02:00+00:00,0.0,0.0,0.0,25.57,3.45
2021-01-08 19:02:00+00:00,0.0,0.0,0.0,24.29,3.66
2021-01-08 20:02:00+00:00,0.0,0.0,0.0,23.2,3.59
2021-01-08 21:02:00+00:00,0.0,0.0,0.0,22.22,3.17
2021-01-08 22:02:00+00:00,0.0,0.0,0.0,21.27,2.48
2021-01-08 23:02:00+00:00,0.0,0.0,0.0,20.11,1.79
2021-01-09 00:02:00+00:00,0.0,0.0,0.0,19.66,1.59
2021-01-09 01:02:00+00:00,0.0,0.0,0.0,18.83,1.79
2021-01-09 02:02:00+00:00,0.0,0.0,0.0,18.47,2.34
2021-01-09 03:02:00+00:00,0.0,0.0,0.0,18.27,2.55
2021-01-09 04:02:00+00:00,129.34,86.89,42.45,18.24,2.41
2021-01-09 05:02:00+00:00,168.72,39.5,129.22,20.69,2.28
2021-01-09 06:02:00+00:00,480.78,363.4,117.38,23.57,3.17
2021-01-09 07:02:00+00:00,382.34,66.52,315.82,26.48,4.34
2021-01-09 08:02:00+00:00,540.18,165.67,374.51,27.98,4.14
2021-01-09 09:02:00+00:00,454.47999999999996,35.75,418.72999999999996,29.15,4.14
2021-01-09 10:02:00+00:00,503.13,48.17,454.96,29.87,4.14
2021-01-09 11:02:00+00:00,727.9399999999999,603.17,124.77000000000001,30.6,4.34
2021-01-09 12:02:00+00:00,705.1999999999999,592.4,112.8,30.72,4.41
2021-01-09 13:02:00+00:00,613.3,369.33,243.97,30.57,4.48
2021-01-09 14:02:00+00:00,567.58,441.82,125.76,30.55,4.83
2021-01-09 15:02:00+00:00,475.03,367.59,107.44,29.96,4.55
2021-01-09 16:02:00+00:00,356.04,269.91,86.13,29.51,4.21
2021-01-09 17:02:00+00:00,90.60000000000001,61.09,29.51,27.73,3.59
2021-01-09 18:02:00+00:00,0.0,0.0,0.0,25.42,3.93
2021-01-09 19:02:00+00:00,0.0,0.0,0.0,24.84,3.79
2021-01-09 20:02:00+00:00,0.0,0.0,0.0,23.66,4.0
2021-01-09 21:02:00+00:00,0.0,0.0,0.0,22.67,4.07
2021-01-09 22:02:00+00:00,0.0,0.0,0.0,21.77,3.93
2021-01-09 23:02:00+00:00,0.0,0.0,0.0,20.68,2.21
2021-01-10 00:02:00+00:00,0.0,0.0,0.0,19.63,0.97
2021-01-10 01:02:00+00:00,0.0,0.0,0.0,18.12,1.52
2021-01-10 02:02:00+00:00,0.0,0.0,0.0,17.64,2.21
2021-01-10 03:02:00+00:00,0.0,0.0,0.0,17.77,3.24
2021-01-10 04:02:00+00:00,57.989999999999995,25.88,32.11,17.72,3.79
2021-01-10 05:02:00+00:00,344.38,242.6,101.78,18.96,4.9
2021-01-10 06:02:00+00:00,480.96,367.44,113.52,21.08,5.31
2021-01-10 07:02:00+00:00,575.0799999999999,449.71,125.37,23.55,1.93
2021-01-10 08:02:00+00:00,651.17,524.4,126.77000000000001,25.63,1.45
2021-01-10 09:02:00+00:00,701.1200000000001,571.69,129.43,27.36,0.62
2021-01-10 10:02:00+00:00,730.76,611.66,119.1,28.75,0.14
2021-01-10 11:02:00+00:00,722.3900000000001,586.69,135.7,29.65,0.41
2021-01-10 12:02:00+00:00,625.9200000000001,242.19,383.73,30.21,1.03
2021-01-10 13:02:00+00:00,652.09,540.22,111.87,30.69,1.45
2021-01-10 14:02:00+00:00,571.9300000000001,454.29,117.64,30.61,1.86
2021-01-10 15:02:00+00:00,474.94000000000005,367.66,107.28,30.45,1.86
2021-01-10 16:02:00+00:00,341.97,250.57,91.4,30.07,2.07
2021-01-10 17:02:00+00:00,104.69,73.67,31.02,28.81,2.0
2021-01-10 18:02:00+00:00,0.0,0.0,0.0,26.55,2.14
2021-01-10 19:02:00+00:00,0.0,0.0,0.0,24.43,5.17
2021-01-10 20:02:00+00:00,0.0,0.0,0.0,22.74,6.76
2021-01-10 21:02:00+00:00,0.0,0.0,0.0,21.86,6.41
2021-01-10 22:02:00+00:00,0.0,0.0,0.0,21.35,5.66
2021-01-10 23:02:00+00:00,0.0,0.0,0.0,20.82,5.31
2021-01-11 00:02:00+00:00,0.0,0.0,0.0,20.59,5.31
2021-01-11 01:02:00+00:00,0.0,0.0,0.0,20.71,5.03
2021-01-11 02:02:00+00:00,0.0,0.0,0.0,20.78,4.69
2021-01-11 03:02:00+00:00,0.0,0.0,0.0,20.82,4.69
2021-01-11 04:02:00+00:00,5.3,0.0,5.3,20.8,4.97
2021-01-11 05:02:00+00:00,63.51,0.0,63.51,21.59,5.93
2021-01-11 06:02:00+00:00,213.3,16.31,196.99,22.63,6.97
2021-01-11 07:02:00+00:00,253.33999999999997,6.7,246.64,23.99,7.1
2021-01-11 08:02:00+00:00,454.65,71.1,383.55,25.27,6.62
2021-01-11 09:02:00+00:00,288.19,0.62,287.57,26.43,6.07
2021-01-11 10:02:00+00:00,195.81,0.0,195.81,27.52,5.72
2021-01-11 11:02:00+00:00,644.03,235.36,408.67,28.26,5.66
2021-01-11 12:02:00+00:00,610.94,225.08,385.86,27.88,5.31
2021-01-11 13:02:00+00:00,411.23999999999995,43.4,367.84,27.16,4.69
2021-01-11 14:02:00+00:00,186.99,0.0,186.99,26.67,4.28
2021-01-11 15:02:00+00:00,329.07,113.06,216.01,24.78,3.72
2021-01-11 16:02:00+00:00,259.24,137.49,121.75,22.41,2.62
2021-01-11 17:02:00+00:00,80.00999999999999,51.68,28.33,21.47,2.34
2021-01-11 18:02:00+00:00,0.0,0.0,0.0,20.86,3.45
2021-01-11 19:02:00+00:00,0.0,0.0,0.0,20.16,5.03
2021-01-11 20:02:00+00:00,0.0,0.0,0.0,19.46,4.34
2021-01-11 21:02:00+00:00,0.0,0.0,0.0,19.01,3.79
2021-01-11 22:02:00+00:00,0.0,0.0,0.0,18.8,3.1
2021-01-11 23:02:00+00:00,0.0,0.0,0.0,18.7,2.55
2021-01-12 00:02:00+00:00,0.0,0.0,0.0,18.44,2.55
2021-01-12 01:02:00+00:00,0.0,0.0,0.0,18.27,2.76
2021-01-12 02:02:00+00:00,0.0,0.0,0.0,18.16,2.48
2021-01-12 03:02:00+00:00,0.0,0.0,0.0,17.77,2.48
2021-01-12 04:02:00+00:00,36.91,11.6,25.31,17.59,2.41
2021-01-12 05:02:00+00:00,171.65,44.94,126.71000000000001,19.0,2.48
2021-01-12 06:02:00+00:00,430.12,263.15,166.97,21.14,2.21
2021-01-12 07:02:00+00:00,554.28,407.4,146.88,22.92,3.03
2021-01-12 08:02:00+00:00,633.99,497.59,136.4,24.84,3.03
2021-01-12 09:02:00+00:00,657.3599999999999,373.03,284.33,26.52,2.9
2021-01-12 10:02:00+00:00,697.72,478.49,219.23000000000002,27.77,2.69
2021-01-12 11:02:00+00:00,690.89,431.63,259.26,28.55,2.62
2021-01-12 12:02:00+00:00,670.51,465.94,204.57,29.07,2.21
2021-01-12 13:02:00+00:00,619.89,440.88,179.01,29.22,2.14
2021-01-12 14:02:00+00:00,554.13,425.65,128.48000000000002,29.44,2.0
2021-01-12 15:02:00+00:00,457.78999999999996,342.94,114.85,28.85,1.45
2021-01-12 16:02:00+00:00,345.90000000000003,259.85,86.05,28.57,0.97
2021-01-12 17:02:00+00:00,116.82000000000001,85.68,31.14,28.06,1.03
2021-01-12 18:02:00+00:00,0.0,0.0,0.0,26.39,2.28
2021-01-12 19:02:00+00:00,0.0,0.0,0.0,22.52,3.03
2021-01-12 20:02:00+00:00,0.0,0.0,0.0,21.02,3.1
2021-01-12 21:02:00+00:00,0.0,0.0,0.0,20.74,2.62
2021-01-12 22:02:00+00:00,0.0,0.0,0.0,20.51,2.76
2021-01-12 23:02:00+00:00,0.0,0.0,0.0,20.12,2.41
2021-01-13 00:02:00+00:00,0.0,0.0,0.0,19.73,1.72
2021-01-13 01:02:00+00:00,0.0,0.0,0.0,19.44,1.03
2021-01-13 02:02:00+00:00,0.0,0.0,0.0,19.67,0.83
2021-01-13 03:02:00+00:00,0.0,0.0,0.0,19.35,0.97
2021-01-13 04:02:00+00:00,22.880000000000003,3.96,18.92,18.84,1.59
2021-01-13 05:02:00+00:00,275.74,153.47,122.27000000000001,21.15,2.14
2021-01-13 06:02:00+00:00,424.68999999999994,259.03,165.66,22.45,3.52
2021-01-13 07:02:00+00:00,547.0500000000001,395.16,151.89000000000001,24.73,2.69
2021-01-13 08:02:00+00:00,632.93,505.95,126.97999999999999,25.94,2.9
2021-01-13 09:02:00+00:00,664.31,436.26,228.04999999999998,27.01,3.03
2021-01-13 10:02:00+00:00,679.84,376.91,302.93,27.76,3.17
2021-01-13 11:02:00+00:00,689.33,445.74,243.59,28.57,2.97
2021-01-13 12:02:00+00:00,642.26,329.5,312.76000000000005,29.39,2.69
2021-01-13 13:02:00+00:00,577.8399999999999,280.77,297.07,29.66,2.14
2021-01-13 14:02:00+00:00,557.14,438.55,118.59,29.84,1.79
2021-01-13 15:02:00+00:00,471.76,375.71,96.05,29.74,2.14
2021-01-13 16:02:00+00:00,317.6,219.3,98.30000000000001,28.86,2.28
2021-01-13 17:02:00+00:00,24.120000000000005,4.26,19.860000000000003,27.36,1.86
2021-01-13 18:02:00+00:00,0.0,0.0,0.0,24.9,1.38
2021-01-13 19:02:00+00:00,0.0,0.0,0.0,21.87,4.55
2021-01-13 20:02:00+00:00,0.0,0.0,0.0,20.86,4.69
2021-01-13 21:02:00+00:00,0.0,0.0,0.0,20.35,4.07
2021-01-13 22:02:00+00:00,0.0,0.0,0.0,19.86,4.41
2021-01-13 23:02:00+00:00,0.0,0.0,0.0,19.51,3.66
2021-01-14 00:02:00+00:00,0.0,0.0,0.0,19.09,3.72
2021-01-14 01:02:00+00:00,0.0,0.0,0.0,18.87,3.52
2021-01-14 02:02:00+00:00,0.0,0.0,0.0,18.78,3.38
2021-01-14 03:02:00+00:00,0.0,0.0,0.0,18.86,3.79
2021-01-14 04:02:00+00:00,30.230000000000004,8.13,22.1,19.16,3.86
2021-01-14 05:02:00+00:00,306.81,199.94,106.87,19.96,4.62
2021-01-14 06:02:00+00:00,157.23000000000002,1.8,155.43,21.44,5.24
2021-01-14 07:02:00+00:00,486.47,224.29,262.18,21.73,5.24
2021-01-14 08:02:00+00:00,617.17,451.62,165.54999999999998,23.82,4.41
2021-01-14 09:02:00+00:00,655.58,406.35,249.23000000000002,25.53,3.79
2021-01-14 10:02:00+00:00,682.84,424.16,258.68,26.72,3.31
2021-01-14 11:02:00+00:00,657.96,297.05,360.91,27.56,3.03
2021-01-14 12:02:00+00:00,655.04,413.48,241.56,27.95,2.76
2021-01-14 13:02:00+00:00,600.38,377.14,223.24,27.95,2.41
2021-01-14 14:02:00+00:00,472.99,201.95,271.04,27.73,2.41
2021-01-14 15:02:00+00:00,349.82,141.15,208.67,26.52,2.76
2021-01-14 16:02:00+00:00,167.59,46.81,120.78,25.07,1.93
2021-01-14 17:02:00+00:00,61.17,33.98,27.19,24.31,2.14
2021-01-14 18:02:00+00:00,0.0,0.0,0.0,22.96,2.07
2021-01-14 19:02:00+00:00,0.0,0.0,0.0,23.01,2.97
2021-01-14 20:02:00+00:00,0.0,0.0,0.0,22.47,2.76
2021-01-14 21:02:00+00:00,0.0,0.0,0.0,21.43,2.34
2021-01-14 22:02:00+00:00,0.0,0.0,0.0,20.4,1.52
2021-01-14 23:02:00+00:00,0.0,0.0,0.0,20.19,1.24
2021-01-15 00:02:00+00:00,0.0,0.0,0.0,20.02,1.86
2021-01-15 01:02:00+00:00,0.0,0.0,0.0,19.75,2.62
2021-01-15 02:02:00+00:00,0.0,0.0,0.0,19.38,2.76
2021-01-15 03:02:00+00:00,0.0,0.0,0.0,19.1,2.76
2021-01-15 04:02:00+00:00,6.18,0.0,6.18,19.12,2.69
2021-01-15 05:02:00+00:00,123.66000000000001,15.9,107.76,19.9,3.24
2021-01-15 06:02:00+00:00,108.49,0.0,108.49,21.33,3.79
2021-01-15 07:02:00+00:00,260.93,8.83,252.1,21.4,4.14
2021-01-15 08:02:00+00:00,288.36,3.28,285.08000000000004,21.13,4.21
2021-01-15 09:02:00+00:00,374.9,11.08,363.82,21.17,4.41
2021-01-15 10:02:00+00:00,148.17999999999998,0.0,148.17999999999998,21.01,4.41
2021-01-15 11:02:00+00:00,99.67,0.0,99.67,20.94,4.48
2021-01-15 12:02:00+00:00,143.77,0.0,143.77,21.87,4.34
2021-01-15 13:02:00+00:00,325.96000000000004,10.5,315.46000000000004,23.25,4.41
2021-01-15 14:02:00+00:00,54.69,0.0,54.69,22.38,4.9
2021-01-15 15:02:00+00:00,256.44,44.99,211.45,20.35,5.1
2021-01-15 16:02:00+00:00,199.91,75.77,124.14,20.04,4.14
2021-01-15 17:02:00+00:00,3.5300000000000002,0.0,3.5300000000000002,20.07,3.86
2021-01-15 18:02:00+00:00,0.0,0.0,0.0,19.82,2.97
2021-01-15 19:02:00+00:00,0.0,0.0,0.0,19.39,3.45
2021-01-15 20:02:00+00:00,0.0,0.0,0.0,18.83,3.1
2021-01-15 21:02:00+00:00,0.0,0.0,0.0,18.38,3.17
2021-01-15 22:02:00+00:00,0.0,0.0,0.0,18.05,3.38
2021-01-15 23:02:00+00:00,0.0,0.0,0.0,17.7,3.38
2021-01-16 00:02:00+00:00,0.0,0.0,0.0,17.39,3.31
2021-01-16 01:02:00+00:00,0.0,0.0,0.0,17.08,3.24
2021-01-16 02:02:00+00:00,0.0,0.0,0.0,16.55,3.1
2021-01-16 03:02:00+00:00,0.0,0.0,0.0,15.83,2.97
2021-01-16 04:02:00+00:00,104.94,72.93,32.01,15.12,2.83
2021-01-16 05:02:00+00:00,348.38,255.86,92.52000000000001,16.44,2.69
